lote,lote_id,latitude,longitude,station_id,codigo_estacion,unidad_produccion
La Mora,1a0b7e34-2e7b-4ee9-832b-7a2cd8d76e7d,10.08871,-69.04026,237976,Y05,Mayurupi
Las 15,aa1742cf-036c-41be-8631-02a6168a5363,10.08871,-69.04026,237976,Y05,Mayurupi
Las 17,30ad530e-c1a9-4984-9844-58f7139826cf,10.08871,-69.04026,237976,Y05,Mayurupi
Las 29,d5f248c5-c04e-48a3-a179-85415b1f188c,10.08871,-69.04026,237976,Y05,Mayurupi
Las Lagunas,c1b5faa9-4a63-41f4-a7d8-a3b22ce96e9d,10.08871,-69.04026,237976,Y05,Mayurupi
Los Robles,c7f3004f-6112-4fa3-9c5d-fbbd0dc80174,10.08871,-69.04026,237976,Y05,Mayurupi
Samán,890bea72-8a7e-45f7-a085-3467d37061d4,10.08871,-69.04026,237976,Y05,Mayurupi
Parcela 212,6bf28240-2a25-48d7-9ca7-26b755502f09,,,,,Parcela 246
Parcela 246,ea96d140-5bfa-4d8f-a854-8a4e4758eaa0,,,,,Parcela 246
L04 LOTE 7A,712b7d50-5779-4c51-8dc0-18a4da53df5e,9.12093,-68.84783,212516,P06,San Antonio
L05 LOTE 7B,47bbce29-2afc-4207-84f3-fe3414fb1253,9.12093,-68.84783,212516,P06,San Antonio
L06 LOTE 7C,b0ed6fbc-abb3-4cd6-b013-0b789a12a22a,9.12093,-68.84783,212516,P06,San Antonio
L07 LOTE-08,e672ab6a-c8a5-43ff-9776-80f87b779fce,9.12093,-68.84783,212516,P06,San Antonio
La Unión,227fc949-f570-4301-9b0e-f976857c35a4,9.243261,-65.660194,238339,G10,San Pedro
Laguna Grande,2ee2d7da-5f06-483e-bf03-77350defcfd0,9.243261,-65.660194,238339,G10,San Pedro
Los Muertos,3038661b-9d83-428f-9775-7df45290ef9d,9.243261,-65.660194,238339,G10,San Pedro
Portón Azul,31034093-3088-41a9-9948-bbb427097e9e,9.243261,-65.660194,238339,G10,San Pedro
L01 LOTE EL TANQUE-A,9ecbb6b7-df6e-41fa-82f1-33c41c1ce385,9.16992,-65.75194,185450,G01,San Ramon
L02 LOTE EL TANQUE-B,39be1485-960a-4125-9713-2e2bd8d33f7b,9.16992,-65.75194,185450,G01,San Ramon
L03 LOTE IGUANITAS,ace057d6-8a5d-4546-8bc4-2ed4f62abe2d,9.16992,-65.75194,185450,G01,San Ramon
L04 LOS BECERROS,bb56be08-8160-45dd-83e5-218a67e81667,9.16992,-65.75194,185450,G01,San Ramon
La Victoria 1,faf0be94-659e-4daa-84d8-ee6f885a7d00,,,,P20,Santa Barbara
La Victoria 2,1103e049-e324-423a-8e71-672ffdd945bf,,,,P20,Santa Barbara
La Victoria 3,0d20a4b1-19d2-4fe1-a737-91ab00057888,,,,P20,Santa Barbara
La Victoria 4,dec08db8-4f38-4fbe-b300-b57b9b475a46,,,,P20,Santa Barbara
Santa Barbara 1,33b65c11-1af9-48b7-a091-a2bcbd90a283,,,,P20,Santa Barbara
Santa Barbara 2,29c131eb-54d5-4bc2-8fe1-a08c5bbf3caf,,,,P20,Santa Barbara
Santa Barbara 3,87ab0cdc-b271-45ec-b6ca-2fa8eec7e97c,,,,P20,Santa Barbara
L01 ARENERO 1 LOTE-02,636e6781-bf99-4d9d-b330-d0e5afaa63f0,9.53432,-68.88757,184921,P01,Santa Elena
L03 RIO 2 LOTE-03,f4157ba3-dde7-4f06-af33-b6b5be35d752,9.53432,-68.88757,184921,P01,Santa Elena
L04 LOTE RIO 1 LOTE-04,497b62b2-4883-4b3e-9ca6-965561518187,9.53432,-68.88757,184921,P01,Santa Elena
L05 LOTE ARENERO 2 LOTE-01,be68c78e-8331-4291-af6d-e25f2a82ea22,9.53432,-68.88757,184921,P01,Santa Elena
