station_id,fecha_hora_dia,temp_c,temp_max_c,temp_min_c,hum_pct,hum_max_pct,hum_min_pct,lluvia_mm,tasa_lluvia_mm_h,radiacion_w_m2,radiacion_max_w_m2,viento_avg_kmh,viento_max_kmh,dir_viento,punto_rocio_c,barometro_inhg,et_mm,ts,fecha_hora,n_lecturas
212609,2026-07-29,26.29,29.8,22.8,90.04,96.8,78.7,19.4,3.83,130.24,835.0,1.09,24.1,154.82,24.5,,2.39,1785368700,2026-07-29 23:45:00,96
212609,2026-07-30,27.09,32.8,23.2,86.73,96.3,64.9,2.0,0.22,209.5,977.0,0.92,25.3,56.92,24.57,,3.92,1785455100,2026-07-30 23:45:00,96
212609,2026-07-31,25.67,30.3,23.4,89.52,95.5,75.0,20.8,3.3,130.73,1062.0,2.2,16.2,166.11,23.76,,2.09,1785541500,2026-07-31 23:45:00,95
212609,2026-08-01,26.71,33.3,22.3,85.81,97.3,63.0,0.2,0.0,260.81,1178.0,0.99,13.8,73.48,23.97,,5.04,1785627900,2026-08-01 23:45:00,96
212609,2026-08-02,27.96,33.0,23.5,84.02,96.3,63.7,0.0,0.0,268.85,1021.0,1.64,17.2,64.16,24.85,,4.82,1785708000,2026-08-02 22:00:00,89
212641,2026-05-05,34.51,35.9,31.8,48.1,52.7,46.0,0.0,0.0,132.28,522.0,4.84,17.3,69.02,21.9,29.81,0.64,1778025300,2026-05-05 23:55:00,46
212641,2026-05-06,30.23,36.1,24.7,64.58,85.0,46.3,0.0,0.0,192.1,1062.0,5.04,29.6,103.82,22.47,29.9,4.61,1778111700,2026-05-06 23:55:00,288
212641,2026-05-07,31.27,36.3,26.2,63.29,80.5,46.0,0.0,0.0,215.73,1062.0,5.66,30.2,92.27,23.2,29.88,5.4,1778198100,2026-05-07 23:55:00,288
212641,2026-05-08,31.35,36.4,26.7,62.97,81.8,45.4,0.0,0.0,218.94,1011.0,5.05,30.7,150.8,23.13,29.83,5.25,1778284500,2026-05-08 23:55:00,288
212641,2026-05-09,30.98,36.7,25.8,63.53,83.9,42.6,0.0,0.0,226.92,979.0,6.1,27.4,169.48,22.76,29.82,5.59,1778370900,2026-05-09 23:55:00,288
212641,2026-05-10,30.38,36.3,24.2,61.7,84.6,43.7,0.0,0.0,185.24,1067.0,5.81,32.4,112.31,21.78,29.85,4.81,1778457300,2026-05-10 23:55:00,288
212641,2026-05-11,31.42,37.4,26.3,58.56,79.9,38.4,0.0,0.0,247.16,972.0,6.21,39.8,164.8,21.71,29.86,6.28,1778543700,2026-05-11 23:55:00,288
212641,2026-05-12,28.14,33.0,25.3,76.02,88.1,48.6,3.8,0.29,134.38,1116.0,7.68,29.9,143.12,23.37,29.92,3.15,1778630100,2026-05-12 23:55:00,288
212641,2026-05-13,27.27,32.3,25.0,82.69,91.6,63.7,0.0,0.0,195.57,1155.0,8.71,39.2,158.42,24.02,29.94,4.16,1778716500,2026-05-13 23:55:00,288
212641,2026-05-14,27.53,33.0,23.3,80.19,92.9,59.7,0.0,0.0,168.2,1195.0,7.14,31.0,85.22,23.65,29.93,3.46,1778802900,2026-05-14 23:55:00,288
212641,2026-05-15,29.73,35.7,25.1,71.01,88.4,47.5,0.0,0.0,211.07,1027.0,5.7,29.0,90.66,23.51,29.92,5.02,1778889300,2026-05-15 23:55:00,288
212641,2026-05-16,29.34,34.4,25.1,72.8,87.8,56.2,5.6,0.55,184.82,1178.0,4.07,31.2,145.86,23.85,29.88,4.04,1778975700,2026-05-16 23:55:00,288
212641,2026-05-17,26.33,31.1,22.3,85.47,93.5,74.1,42.2,4.0,146.52,633.0,3.93,62.5,191.6,23.66,29.92,2.96,1779062100,2026-05-17 23:55:00,288
212641,2026-05-18,28.8,34.5,25.1,77.98,91.1,52.9,0.0,0.0,245.26,930.0,3.87,24.8,162.75,24.31,29.9,4.96,1779148500,2026-05-18 23:55:00,288
212641,2026-05-19,28.58,33.1,25.4,77.12,88.2,60.7,1.6,0.13,155.67,810.0,4.1,26.2,145.2,24.07,29.91,3.3,1779234900,2026-05-19 23:55:00,288
212641,2026-05-20,27.96,31.0,25.8,83.08,91.4,71.7,0.8,0.06,117.63,698.0,4.72,24.4,48.43,24.78,29.89,2.55,1779321300,2026-05-20 23:55:00,288
212641,2026-05-21,26.89,30.9,24.5,87.39,92.4,77.9,27.0,2.11,140.61,1144.0,6.51,45.4,123.62,24.62,29.89,2.8,1779407700,2026-05-21 23:55:00,288
212641,2026-05-22,26.35,29.6,24.6,90.12,94.0,83.9,0.8,0.08,136.35,1243.0,5.57,19.6,107.85,24.61,29.92,2.52,1779494100,2026-05-22 23:55:00,288
212641,2026-05-23,25.5,27.3,24.1,91.72,94.9,87.4,14.2,0.94,77.15,531.0,6.05,26.6,111.73,24.06,29.94,1.46,1779580500,2026-05-23 23:55:00,288
212641,2026-05-24,26.17,31.0,23.6,90.97,96.1,80.6,0.0,0.0,218.76,1102.0,5.16,36.2,136.58,24.57,29.92,4.22,1779666900,2026-05-24 23:55:00,288
212641,2026-05-25,25.68,29.1,22.8,89.12,93.9,82.4,8.2,0.49,121.11,680.0,1.98,34.7,187.25,23.77,29.92,2.1,1779753300,2026-05-25 23:55:00,288
212641,2026-05-26,27.6,32.6,24.8,85.42,94.4,67.2,3.8,0.32,226.17,983.0,7.09,37.1,121.58,24.84,29.91,4.72,1779839700,2026-05-26 23:55:00,288
212641,2026-05-27,26.62,30.3,23.7,88.64,94.5,80.0,13.2,0.82,164.83,951.0,5.59,23.0,147.0,24.58,29.92,3.06,1779926100,2026-05-27 23:55:00,288
212641,2026-05-28,27.08,31.3,24.2,89.1,93.7,81.1,1.6,0.1,139.18,816.0,3.25,35.3,126.2,25.12,29.89,2.6,1780012500,2026-05-28 23:55:00,288
212641,2026-05-29,27.76,32.9,24.1,83.18,93.8,63.8,0.4,0.02,221.2,946.0,4.99,27.1,60.39,24.5,29.88,4.58,1780098900,2026-05-29 23:55:00,288
212641,2026-05-30,28.24,33.7,24.8,82.53,93.0,65.3,0.2,0.0,192.81,1063.0,3.3,17.9,107.75,24.89,29.91,3.75,1780185300,2026-05-30 23:55:00,288
212641,2026-05-31,26.29,30.3,22.6,85.6,94.3,73.5,37.8,2.36,172.16,998.0,4.18,56.5,149.53,23.63,29.98,3.34,1780271700,2026-05-31 23:55:00,288
212641,2026-06-01,27.96,32.4,25.1,84.95,93.5,73.8,0.0,0.0,215.35,1090.0,5.06,24.2,125.91,25.16,29.93,4.32,1780358100,2026-06-01 23:55:00,288
212641,2026-06-02,26.45,31.5,23.9,88.18,93.8,76.8,7.4,0.55,174.93,1243.0,6.33,45.1,137.41,24.32,29.93,3.44,1780444500,2026-06-02 23:55:00,288
212641,2026-06-03,25.48,27.7,24.2,92.21,95.4,87.9,29.4,2.16,90.15,766.0,5.23,25.3,183.88,24.14,29.94,1.64,1780530900,2026-06-03 23:55:00,288
212641,2026-06-04,25.18,27.6,23.8,94.04,96.0,90.6,31.0,2.15,91.33,629.0,3.75,26.3,92.41,24.17,29.96,1.72,1780617300,2026-06-04 23:55:00,288
212641,2026-06-05,25.33,27.7,23.3,93.73,96.3,88.1,19.6,1.47,114.6,791.0,4.24,25.1,143.92,24.27,29.97,2.0,1780703700,2026-06-05 23:55:00,288
212641,2026-06-06,27.12,32.4,24.6,88.74,96.0,71.9,0.0,0.0,199.93,1048.0,1.25,15.0,114.83,25.05,29.92,3.75,1780790100,2026-06-06 23:55:00,288
212641,2026-06-07,25.35,28.8,22.9,90.9,94.7,80.2,22.4,1.32,101.58,483.0,3.21,44.5,189.97,23.76,29.93,1.83,1780876500,2026-06-07 23:55:00,288
212641,2026-06-08,26.56,29.9,24.2,90.52,94.6,81.6,6.0,0.32,165.83,974.0,4.68,31.7,118.11,24.89,29.97,3.15,1780962900,2026-06-08 23:55:00,288
212641,2026-06-09,28.28,32.6,24.9,85.32,94.2,70.1,0.0,0.0,238.23,1002.0,3.04,17.7,147.61,25.51,29.97,4.57,1781049300,2026-06-09 23:55:00,288
212641,2026-06-10,28.09,32.7,23.9,82.64,92.6,64.2,0.0,0.0,236.4,1053.0,3.34,19.3,132.76,24.76,29.92,4.71,1781135700,2026-06-10 23:55:00,288
212641,2026-06-11,26.85,29.9,24.7,88.5,93.3,73.1,6.8,0.54,97.49,991.0,4.08,24.1,105.81,24.78,29.9,1.88,1781222100,2026-06-11 23:55:00,288
212641,2026-06-12,27.04,31.2,24.7,90.08,95.8,78.4,0.0,0.0,169.29,1178.0,3.72,24.5,133.15,25.25,29.93,3.38,1781308500,2026-06-12 23:55:00,288
212641,2026-06-13,28.09,32.3,24.9,82.53,93.7,64.5,0.6,0.13,251.5,958.0,6.25,31.6,117.15,24.72,29.92,5.19,1781394900,2026-06-13 23:55:00,288
212641,2026-06-14,27.88,33.1,23.3,80.8,93.8,62.3,0.0,0.0,254.45,993.0,2.47,20.8,140.82,24.11,29.92,5.02,1781481300,2026-06-14 23:55:00,288
212641,2026-06-15,27.68,30.8,25.4,84.42,91.8,71.5,2.0,0.22,154.44,1107.0,6.74,31.5,104.27,24.78,29.95,3.17,1781567700,2026-06-15 23:55:00,288
212641,2026-06-16,25.49,29.4,22.8,89.74,94.8,77.5,2.8,0.14,140.25,1185.0,3.51,25.1,95.37,23.67,29.98,2.53,1781654100,2026-06-16 23:55:00,288
212641,2026-06-17,27.11,30.8,23.3,85.44,94.5,72.8,0.0,0.0,209.6,1071.0,2.5,20.9,86.86,24.41,29.97,3.89,1781740500,2026-06-17 23:55:00,288
212641,2026-06-18,26.96,31.7,24.4,87.25,93.8,76.2,9.8,0.95,190.45,1039.0,3.6,27.4,143.99,24.65,29.97,3.66,1781826900,2026-06-18 23:55:00,288
212641,2026-06-19,25.48,29.7,23.7,92.55,95.9,87.0,15.0,1.63,119.16,1113.0,1.94,29.2,160.68,24.2,29.98,2.17,1781913300,2026-06-19 23:55:00,288
212641,2026-06-20,27.51,33.1,23.8,87.75,96.5,67.4,0.2,0.0,251.78,1028.0,1.92,20.9,98.26,25.2,29.94,4.79,1781999700,2026-06-20 23:55:00,288
212641,2026-06-21,28.18,33.6,24.6,85.21,94.7,68.7,5.2,0.54,222.19,1016.0,1.79,21.3,138.9,25.38,29.9,4.31,1782086100,2026-06-21 23:55:00,288
212641,2026-06-22,28.86,32.3,25.5,82.73,92.3,70.3,0.0,0.0,222.48,1039.0,3.92,23.8,131.82,25.58,29.94,4.37,1782172500,2026-06-22 23:55:00,288
212641,2026-06-23,28.82,34.4,24.3,79.76,93.6,56.3,0.0,0.0,261.57,984.0,1.48,27.4,170.98,24.73,29.93,5.08,1782258900,2026-06-23 23:55:00,288
212641,2026-06-24,27.99,33.2,24.4,79.3,88.9,65.9,1.8,0.14,222.56,1202.0,2.59,31.6,241.49,24.0,29.91,4.53,1782345300,2026-06-24 23:55:00,288
212641,2026-06-25,26.29,31.3,22.9,88.73,95.4,75.8,42.2,3.2,186.96,1238.0,3.04,22.9,135.42,24.26,29.95,3.46,1782431700,2026-06-25 23:55:00,288
212641,2026-06-26,27.86,32.3,24.2,83.98,94.7,64.9,0.0,0.0,235.64,963.0,2.26,17.6,75.87,24.8,29.96,4.72,1782518100,2026-06-26 23:55:00,288
212641,2026-06-27,28.11,32.6,23.4,81.72,93.7,65.6,0.0,0.0,211.59,1158.0,1.81,15.0,119.23,24.6,29.93,4.01,1782604500,2026-06-27 23:55:00,288
212641,2026-06-28,26.62,28.9,24.8,89.02,92.4,78.5,3.6,0.37,87.63,564.0,3.28,20.8,125.67,24.66,29.93,1.61,1782690900,2026-06-28 23:55:00,288
212641,2026-06-29,27.42,33.2,23.7,87.72,96.6,70.9,1.0,0.18,205.17,1088.0,1.55,16.7,120.02,25.12,29.91,3.8,1782777300,2026-06-29 23:55:00,288
212641,2026-06-30,27.08,29.4,24.9,88.23,93.8,78.3,0.4,0.03,137.86,735.0,3.71,25.2,137.39,24.96,29.89,2.64,1782863700,2026-06-30 23:55:00,288
212641,2026-07-01,26.31,30.7,23.6,90.86,96.0,83.0,0.4,0.01,143.59,1151.0,2.21,27.4,130.7,24.72,29.88,2.56,1782950100,2026-07-01 23:55:00,288
212641,2026-07-02,26.75,30.6,24.4,90.92,96.0,82.4,16.6,1.94,156.13,1095.0,2.26,25.7,89.19,25.13,29.9,2.82,1783036500,2026-07-02 23:55:00,288
212641,2026-07-03,25.54,29.3,23.1,92.86,96.5,86.8,42.2,2.78,123.44,700.0,1.77,29.0,187.01,24.31,29.94,2.13,1783122900,2026-07-03 23:55:00,288
212641,2026-07-04,26.36,31.1,23.4,91.51,95.7,82.6,0.6,0.02,145.86,763.0,1.08,17.4,90.48,24.86,29.94,2.73,1783209300,2026-07-04 23:55:00,288
212641,2026-07-05,27.63,31.7,24.4,89.58,96.6,77.7,0.0,0.0,202.86,1034.0,2.04,22.5,82.86,25.74,29.94,3.85,1783295700,2026-07-05 23:55:00,288
212641,2026-07-06,26.92,30.5,24.6,89.86,94.5,83.7,0.4,0.01,168.32,1129.0,3.33,20.7,76.44,25.12,29.95,3.01,1783382100,2026-07-06 23:55:00,288
212641,2026-07-07,27.37,30.6,24.9,89.6,95.6,81.9,0.0,0.0,175.88,1116.0,2.13,17.2,86.45,25.5,29.96,3.3,1783468500,2026-07-07 23:55:00,288
212641,2026-07-08,26.35,29.3,24.8,93.4,96.7,87.3,34.0,2.5,99.63,599.0,1.79,23.0,107.05,25.22,29.94,1.74,1783554900,2026-07-08 23:55:00,288
212641,2026-07-09,26.14,28.6,24.1,92.97,96.6,87.9,2.8,0.27,130.05,707.0,3.12,25.5,87.67,24.92,29.94,2.38,1783641300,2026-07-09 23:55:00,288
212641,2026-07-10,27.1,32.3,24.2,90.62,96.2,78.4,0.0,0.0,217.24,1134.0,1.9,15.5,67.63,25.41,29.92,4.08,1783727700,2026-07-10 23:55:00,288
212641,2026-07-11,27.64,33.0,23.8,87.47,95.7,73.2,0.0,0.0,204.24,803.0,0.91,11.0,131.54,25.32,29.91,3.94,1783814100,2026-07-11 23:55:00,288
212641,2026-07-12,27.47,31.8,24.3,88.64,95.7,78.0,4.6,0.45,183.12,1044.0,1.02,11.2,96.31,25.41,29.94,3.48,1783900500,2026-07-12 23:55:00,288
212641,2026-07-13,26.89,32.2,22.9,88.18,94.9,76.4,3.0,0.2,249.85,1243.0,1.59,191.0,114.61,24.73,29.97,4.66,1783986900,2026-07-13 23:55:00,288
212641,2026-07-14,27.96,33.1,24.1,87.67,96.0,74.8,0.2,0.0,235.01,1065.0,1.66,16.9,89.93,25.67,29.95,4.53,1784073300,2026-07-14 23:55:00,288
212641,2026-07-15,28.37,33.3,24.4,86.09,95.1,71.9,0.0,0.0,213.36,1032.0,1.72,115.9,85.48,25.76,29.93,4.2,1784159700,2026-07-15 23:55:00,288
212641,2026-07-16,28.37,33.7,24.7,85.78,95.1,71.3,0.0,0.0,211.72,1085.0,1.63,17.9,66.82,25.7,29.93,4.01,1784246100,2026-07-16 23:55:00,288
212641,2026-07-17,28.43,33.7,23.9,85.03,95.4,69.9,0.0,0.0,236.69,1074.0,1.43,17.8,92.78,25.59,29.92,4.69,1784332500,2026-07-17 23:55:00,288
212641,2026-07-18,27.62,33.4,24.6,86.76,94.6,71.7,12.2,1.04,218.09,1211.0,1.42,34.4,194.4,25.16,29.9,4.2,1784418900,2026-07-18 23:55:00,288
212641,2026-07-19,27.74,33.6,24.3,88.3,96.6,72.3,2.0,0.2,224.85,1097.0,0.98,13.4,135.48,25.57,29.88,4.24,1784505300,2026-07-19 23:55:00,288
212641,2026-07-20,25.86,27.9,23.6,92.9,96.2,86.1,30.6,2.38,96.45,483.0,1.28,12.7,111.01,24.64,29.9,1.67,1784591700,2026-07-20 23:55:00,288
212641,2026-07-21,27.39,31.9,24.2,91.08,97.0,78.2,0.0,0.0,184.26,1132.0,1.02,12.9,136.21,25.78,29.88,3.43,1784678100,2026-07-21 23:55:00,288
212641,2026-07-22,27.74,33.3,23.6,86.98,95.7,73.5,0.0,0.0,240.13,1009.0,1.13,15.9,73.85,25.32,29.86,4.52,1784764500,2026-07-22 23:55:00,288
212641,2026-07-23,26.4,30.4,23.1,90.54,95.2,82.4,18.0,1.19,140.25,1144.0,2.01,18.7,113.81,24.74,29.91,2.54,1784850900,2026-07-23 23:55:00,288
212641,2026-07-24,27.68,33.1,23.9,89.44,96.6,77.3,0.0,0.0,213.84,1246.0,0.91,9.7,86.09,25.76,29.91,4.05,1784937300,2026-07-24 23:55:00,288
212641,2026-07-25,27.86,33.5,23.9,87.92,95.5,75.9,3.2,0.41,219.47,1062.0,1.2,17.3,135.39,25.65,29.93,4.17,1785023700,2026-07-25 23:55:00,288
212641,2026-07-26,25.65,32.1,22.4,91.61,95.7,82.0,33.4,2.39,145.91,1146.0,2.56,29.3,104.43,24.19,29.96,2.54,1785110100,2026-07-26 23:55:00,288
212641,2026-07-27,26.1,32.9,21.8,89.92,97.5,73.6,0.2,0.0,262.62,933.0,1.29,11.3,127.07,24.25,29.94,4.95,1785196500,2026-07-27 23:55:00,288
212641,2026-07-28,28.02,34.2,23.6,86.0,95.4,68.9,0.0,0.0,240.69,1078.0,0.78,8.3,87.38,25.38,29.91,4.59,1785282900,2026-07-28 23:55:00,288
212641,2026-07-29,26.42,29.5,23.0,91.19,95.6,81.0,13.6,1.23,152.47,907.0,1.91,20.3,154.07,24.87,29.91,2.64,1785369300,2026-07-29 23:55:00,288
212641,2026-07-30,27.63,33.3,23.6,90.08,96.8,74.7,3.8,0.42,239.94,981.0,1.47,13.7,149.23,25.82,29.92,4.57,1785455700,2026-07-30 23:55:00,288
212641,2026-07-31,25.89,30.7,23.8,91.6,96.4,84.5,7.4,0.71,131.11,900.0,2.34,26.2,146.21,24.42,29.94,2.39,1785542100,2026-07-31 23:55:00,272
212641,2026-08-01,27.02,33.1,22.7,89.46,96.7,76.0,0.0,0.0,253.61,1076.0,1.12,15.0,75.25,25.09,29.93,4.96,1785628500,2026-08-01 23:55:00,273
212641,2026-08-02,28.46,34.1,23.8,86.58,95.8,69.6,0.0,0.0,271.26,993.0,1.22,14.2,38.24,25.92,29.91,4.89,1785708000,2026-08-02 22:00:00,244
212695,2026-05-05,35.17,35.6,34.6,47.96,50.0,45.4,0.0,0.0,230.0,374.0,7.3,16.2,244.14,22.44,29.85,0.55,1778019300,2026-05-05 22:15:00,7
212695,2026-05-06,30.09,34.7,25.4,66.59,85.6,51.3,0.0,0.0,171.28,1095.0,6.27,29.7,156.9,22.95,29.92,3.08,1778111100,2026-05-06 23:45:00,77
212695,2026-05-07,30.14,35.5,25.2,67.69,87.6,46.0,0.0,0.0,187.05,1032.0,4.54,33.8,173.56,23.15,29.91,4.09,1778197500,2026-05-07 23:45:00,95
212695,2026-05-08,30.93,36.4,26.6,64.11,81.4,41.8,0.0,0.0,230.33,995.0,5.94,25.5,108.55,23.01,29.86,5.18,1778283000,2026-05-08 23:30:00,92
212695,2026-05-09,30.44,36.6,25.7,65.17,85.0,40.4,0.0,0.0,233.03,918.0,6.27,23.1,102.46,22.61,29.85,5.18,1778370300,2026-05-09 23:45:00,96
212695,2026-05-10,29.18,34.9,24.7,67.96,86.4,45.7,0.0,0.0,79.99,858.0,4.17,24.9,135.37,22.26,29.86,1.65,1778456700,2026-05-10 23:45:00,75
212695,2026-05-11,30.7,36.6,26.3,61.45,83.4,39.0,0.0,0.0,223.59,981.0,6.05,30.6,126.84,21.86,29.89,5.61,1778543100,2026-05-11 23:45:00,96
212695,2026-05-12,27.41,31.9,24.3,80.54,92.9,58.6,2.6,13.71,132.02,1116.0,7.99,28.4,197.55,23.64,29.94,2.77,1778629500,2026-05-12 23:45:00,94
212695,2026-05-13,25.95,29.9,24.4,89.08,95.5,74.1,8.4,1.22,131.85,997.0,7.12,28.0,196.29,24.01,29.97,2.15,1778715900,2026-05-13 23:45:00,95
212695,2026-05-14,26.51,32.0,22.6,84.85,97.0,63.1,0.4,0.03,178.11,1185.0,4.62,22.9,153.11,23.63,29.95,3.57,1778802300,2026-05-14 23:45:00,96
212695,2026-05-15,28.79,34.7,24.4,75.43,91.6,48.7,0.0,0.0,162.78,1013.0,4.25,24.1,186.09,23.61,29.94,3.57,1778888700,2026-05-15 23:45:00,95
212695,2026-05-16,27.73,31.9,24.7,81.83,93.2,60.3,6.4,1.73,125.15,1076.0,4.31,22.1,185.78,24.29,29.91,2.48,1778975100,2026-05-16 23:45:00,96
212695,2026-05-17,25.09,28.9,21.7,88.87,95.6,75.2,61.4,13.97,89.62,575.0,5.39,49.7,198.3,23.03,29.94,1.11,1779061500,2026-05-17 23:45:00,61
212695,2026-05-18,28.32,33.2,24.8,77.04,91.5,56.1,0.0,0.0,247.65,1002.0,4.57,20.5,153.59,23.7,29.93,5.05,1779147900,2026-05-18 23:45:00,96
212695,2026-05-19,28.35,32.3,24.6,77.17,89.3,58.3,0.0,0.0,171.52,775.0,4.19,23.5,159.51,23.83,29.93,3.72,1779234300,2026-05-19 23:45:00,96
212695,2026-05-20,27.94,31.4,25.6,80.48,89.6,66.7,0.0,0.0,106.65,970.0,4.73,24.7,189.11,24.2,29.91,2.45,1779320700,2026-05-20 23:45:00,94
212695,2026-05-21,26.86,31.2,24.6,87.12,95.4,72.5,5.8,1.05,150.62,1039.0,6.7,29.9,197.29,24.5,29.91,3.11,1779407100,2026-05-21 23:45:00,96
212695,2026-05-22,26.5,30.4,24.4,87.69,95.2,70.8,0.0,0.0,148.78,1083.0,5.56,27.5,203.44,24.25,29.93,3.15,1779493500,2026-05-22 23:45:00,95
212695,2026-05-23,25.56,27.1,24.1,90.75,95.5,83.4,1.4,0.13,86.95,772.0,5.88,26.0,203.14,23.94,29.95,1.2,1779579900,2026-05-23 23:45:00,86
212695,2026-05-24,26.58,32.6,24.0,87.13,96.5,62.9,0.2,0.0,214.17,1134.0,3.71,31.9,105.96,24.16,29.94,4.53,1779666300,2026-05-24 23:45:00,96
212695,2026-05-25,25.62,28.6,22.2,86.45,95.7,74.6,6.4,0.69,113.18,564.0,3.09,32.7,186.0,23.17,29.94,2.14,1779752700,2026-05-25 23:45:00,95
212695,2026-05-26,27.46,32.5,24.8,83.05,95.1,59.8,1.0,0.06,190.81,1013.0,6.06,31.6,145.9,24.16,29.93,3.84,1779839100,2026-05-26 23:45:00,93
212695,2026-05-27,26.01,29.5,22.9,88.42,95.9,75.0,12.6,1.54,147.31,1079.0,5.57,19.9,251.18,23.93,29.94,2.81,1779925500,2026-05-27 23:45:00,96
212695,2026-05-28,26.36,29.3,23.8,88.24,94.9,76.3,3.0,0.34,121.08,939.0,4.31,31.7,214.33,24.26,29.91,2.21,1780011900,2026-05-28 23:45:00,96
212695,2026-05-29,27.16,32.3,23.9,82.47,94.4,62.1,8.2,1.51,166.02,1090.0,4.41,23.2,126.71,23.78,29.9,3.4,1780098300,2026-05-29 23:45:00,96
212695,2026-05-30,27.68,32.8,24.1,84.19,95.0,66.7,0.0,0.0,173.34,1102.0,2.05,15.0,153.36,24.68,29.94,3.25,1780184700,2026-05-30 23:45:00,96
212695,2026-05-31,25.87,30.3,21.9,87.32,96.2,67.1,51.8,5.94,109.91,1009.0,4.52,47.5,197.11,23.46,30.0,1.51,1780271100,2026-05-31 23:45:00,65
212695,2026-06-01,27.38,32.8,24.2,85.19,95.8,65.9,0.0,0.0,199.46,1130.0,3.41,24.9,142.35,24.58,29.96,3.73,1780357500,2026-06-01 23:45:00,94
212695,2026-06-02,26.13,31.1,23.3,88.61,95.9,72.3,31.4,3.19,164.09,1129.0,4.59,47.2,190.85,24.04,29.96,3.2,1780443900,2026-06-02 23:45:00,95
212695,2026-06-03,24.9,28.2,23.1,93.89,97.1,80.3,61.4,5.69,107.05,786.0,4.49,35.7,139.34,23.86,29.96,1.77,1780520400,2026-06-03 21:00:00,85
212695,2026-06-04,25.41,27.3,23.4,90.99,97.1,83.0,34.8,7.2,160.56,499.0,5.53,24.5,206.67,23.85,29.97,1.45,1780616700,2026-06-04 23:45:00,48
212695,2026-06-05,25.8,29.3,22.8,90.58,97.1,76.0,45.2,5.84,168.71,1013.0,3.63,21.2,183.97,24.09,29.98,2.82,1780703100,2026-06-05 23:45:00,79
212695,2026-06-06,26.12,31.9,24.2,88.52,97.0,64.0,0.4,0.03,125.89,740.0,1.11,9.9,154.79,23.92,29.95,1.35,1780787700,2026-06-06 23:15:00,63
212695,2026-06-07,25.23,28.0,22.4,90.03,95.7,80.4,6.2,0.42,102.8,404.0,3.86,45.1,214.31,23.48,29.94,1.72,1780875900,2026-06-07 23:45:00,84
212695,2026-06-08,26.63,29.9,24.0,87.22,96.5,73.7,1.4,0.61,147.22,698.0,2.29,19.3,132.51,24.29,29.99,2.0,1780962300,2026-06-08 23:45:00,72
212695,2026-06-09,27.74,32.8,24.4,82.45,93.5,62.8,0.0,0.0,265.75,997.0,3.91,19.4,100.01,24.33,30.0,4.68,1781040600,2026-06-09 21:30:00,87
212695,2026-06-10,27.68,32.1,24.3,80.28,87.9,66.7,0.0,0.0,255.15,1055.0,5.45,18.3,70.96,23.91,29.94,3.32,1781135100,2026-06-10 23:45:00,69
212695,2026-06-11,27.69,29.7,26.3,85.75,92.9,77.9,0.4,0.15,169.6,810.0,5.42,26.2,151.07,25.05,29.92,1.5,1781221500,2026-06-11 23:45:00,40
212695,2026-06-12,26.73,31.2,24.2,87.9,97.4,69.5,0.0,0.0,147.36,1195.0,2.99,21.0,105.2,24.47,29.96,2.76,1781300700,2026-06-12 21:45:00,74
212695,2026-06-13,27.74,32.4,24.0,79.72,94.9,56.8,0.0,0.0,242.46,1005.0,4.86,28.2,163.53,23.64,29.95,5.02,1781394300,2026-06-13 23:45:00,94
212695,2026-06-14,27.69,33.7,23.1,77.22,92.6,55.4,0.0,0.0,203.68,977.0,3.19,15.1,61.32,23.0,29.94,3.68,1781480700,2026-06-14 23:45:00,85
212695,2026-06-15,27.14,31.3,25.1,84.56,93.5,65.7,0.6,0.03,149.42,1005.0,5.6,26.8,145.63,24.22,29.97,3.12,1781567100,2026-06-15 23:45:00,95
212695,2026-06-16,25.25,29.2,22.7,88.74,96.2,72.4,1.2,0.1,149.62,1095.0,4.41,26.4,198.71,23.21,30.0,2.83,1781653500,2026-06-16 23:45:00,95
212695,2026-06-17,26.52,31.8,22.4,83.92,95.5,62.5,0.0,0.0,180.25,1062.0,2.01,17.5,141.44,23.4,29.99,3.39,1781739900,2026-06-17 23:45:00,84
212695,2026-06-18,26.45,31.6,23.8,87.62,94.7,68.2,29.2,6.81,179.13,1067.0,3.26,32.4,102.93,24.19,30.0,3.03,1781826300,2026-06-18 23:45:00,87
212695,2026-06-19,25.11,29.2,23.0,91.57,96.6,77.5,17.0,2.68,118.15,1230.0,3.72,29.7,100.2,23.63,29.99,2.19,1781912700,2026-06-19 23:45:00,94
212695,2026-06-20,27.92,32.4,23.3,82.29,97.4,64.1,0.2,0.02,377.43,1042.0,3.48,17.7,166.97,24.44,29.96,2.57,1781992800,2026-06-20 22:00:00,37
212695,2026-06-21,25.88,28.8,24.7,87.65,91.4,80.2,0.0,0.0,0.0,0.0,3.78,15.9,68.97,23.63,29.92,0.0,1782027900,2026-06-21 07:45:00,31
212695,2026-06-22,28.54,32.7,24.3,81.24,95.0,64.4,1.0,0.42,225.57,1106.0,3.55,26.3,121.06,24.87,29.96,3.89,1782171900,2026-06-22 23:45:00,81
212695,2026-06-23,28.74,34.0,24.7,75.23,92.3,50.5,0.0,0.0,270.25,914.0,4.54,19.8,59.59,23.57,29.95,4.66,1782258300,2026-06-23 23:45:00,91
212695,2026-06-24,27.56,32.9,24.1,77.39,92.9,64.1,10.2,2.2,191.29,946.0,4.75,33.9,101.93,23.14,29.93,3.43,1782344700,2026-06-24 23:45:00,95
